SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1076420,264236,Consumer loans,9486.27,70560.0,78012.0,0.0,70560.0,FRIDAY,12,Y,1,0.0,,,XAP,Approved,-927,XNA,XAP,,New,Audio/Video,POS,XNA,Regional / Local,300,Consumer electronics,12.0,high,POS household with interest,365243.0,-886.0,-556.0,-556.0,-554.0,0.0
1974840,133739,Consumer loans,5654.745,37620.0,40932.0,0.0,37620.0,SATURDAY,15,Y,1,0.0,,,XAP,Approved,-567,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,10,Connectivity,10.0,high,POS mobile with interest,365243.0,-535.0,-265.0,-355.0,-349.0,0.0
1179347,270767,Consumer loans,7213.005,47655.0,35010.0,14296.5,47655.0,THURSDAY,11,Y,1,0.3157836833240684,,,XAP,Approved,-1488,Cash through the bank,XAP,Family,Refreshed,Mobile,POS,XNA,Country-wide,10,Connectivity,6.0,high,POS mobile with interest,365243.0,-1457.0,-1307.0,-1337.0,-1331.0,0.0
1974842,101167,Consumer loans,5437.53,120060.0,120060.0,0.0,120060.0,MONDAY,18,Y,1,0.0,,,XAP,Approved,-820,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,955,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-789.0,-99.0,-249.0,-247.0,0.0
2076402,386745,Consumer loans,20027.835,165028.5,179622.0,0.0,165028.5,SUNDAY,13,Y,1,0.0,,,XAP,Approved,-1459,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,955,Consumer electronics,12.0,high,POS household with interest,365243.0,-1428.0,-1098.0,-1098.0,-1095.0,0.0
1703043,230404,Consumer loans,12199.455,145998.0,171823.5,0.0,145998.0,WEDNESDAY,10,Y,1,0.0,,,XAP,Refused,-1708,Cash through the bank,HC,Other_B,New,Computers,POS,XNA,Country-wide,955,Consumer electronics,24.0,high,POS household with interest,,,,,,
1750428,122626,Consumer loans,5316.93,57627.0,51862.5,5764.5,57627.0,SATURDAY,12,Y,1,0.1089431090539945,,,XAP,Approved,-349,Cash through the bank,XAP,Unaccompanied,New,Construction Materials,POS,XNA,Stone,25,Construction,12.0,middle,POS industry with interest,365243.0,-315.0,15.0,-195.0,-187.0,0.0
2528199,449080,Consumer loans,3794.04,25141.5,23922.0,2700.0,25141.5,FRIDAY,17,Y,1,0.110455467453439,,,XAP,Approved,-2427,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,70,Connectivity,8.0,low_normal,POS mobile with interest,365243.0,-2396.0,-2186.0,-2216.0,-2208.0,1.0
1669174,146327,Consumer loans,11369.25,92003.445,100098.945,0.0,92003.445,THURSDAY,15,Y,1,0.0,,,XAP,Approved,-118,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,25,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,365243.0,242.0,365243.0,365243.0,0.0
1771173,423722,Revolving loans,38250.0,0.0,765000.0,,,MONDAY,12,Y,1,,,,XAP,Approved,-821,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-821.0,-777.0,365243.0,-502.0,365243.0,0.0
1327284,273050,Cash loans,21851.37,450000.0,522765.0,,450000.0,MONDAY,15,Y,1,,,,XNA,Approved,-1061,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,42.0,middle,Cash X-Sell: middle,365243.0,-1031.0,199.0,-851.0,-845.0,1.0
1653926,130528,Cash loans,,0.0,0.0,,,SATURDAY,13,Y,1,,,,XNA,Canceled,-506,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2178768,190183,Consumer loans,17440.56,186930.0,186930.0,0.0,186930.0,MONDAY,17,Y,1,0.0,,,XAP,Approved,-982,Cash through the bank,XAP,Family,Repeater,Furniture,POS,XNA,Country-wide,910,Furniture,12.0,low_normal,POS industry with interest,365243.0,-951.0,-621.0,-681.0,-674.0,0.0
1817104,332996,Consumer loans,1335.6,16279.29,13027.5,3251.79,16279.29,WEDNESDAY,13,Y,1,0.2175460310168764,0.1917573387736597,0.8451374207188159,XAP,Approved,-253,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,100,Connectivity,12.0,middle,POS mobile with interest,365243.0,-220.0,110.0,-130.0,-123.0,0.0
2671961,189169,Consumer loans,20401.2,360000.0,360000.0,0.0,360000.0,FRIDAY,14,Y,1,0.0,,,XAP,Approved,-434,Cash through the bank,XAP,Family,Repeater,Clothing and Accessories,POS,XNA,Stone,35,Clothing,24.0,middle,POS industry with interest,365243.0,-404.0,286.0,365243.0,365243.0,0.0
1543375,383221,Cash loans,10079.46,90000.0,95940.0,,90000.0,THURSDAY,8,Y,1,,,,XNA,Approved,-350,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,AP+ (Cash loan),40,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-320.0,10.0,-20.0,-18.0,1.0
1221212,147285,Consumer loans,5812.02,58320.0,58320.0,0.0,58320.0,TUESDAY,15,Y,1,0.0,,,XAP,Approved,-31,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Stone,80,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,365243.0,331.0,365243.0,365243.0,0.0
1937503,426139,Consumer loans,13286.7,148873.5,164596.5,0.0,148873.5,FRIDAY,10,Y,1,0.0,,,XAP,Approved,-140,Cash through the bank,XAP,Unaccompanied,Repeater,Construction Materials,POS,XNA,Stone,100,Construction,16.0,middle,POS industry with interest,365243.0,-108.0,342.0,365243.0,365243.0,0.0
2795285,391644,Consumer loans,25301.79,143550.0,119578.5,28710.0,143550.0,SATURDAY,15,Y,1,0.2108578885078748,,,XAP,Approved,-1195,Cash through the bank,XAP,Other_A,Repeater,Computers,POS,XNA,Country-wide,129,Connectivity,5.0,low_normal,POS mobile without interest,365243.0,-1164.0,-1044.0,-1044.0,-1040.0,0.0
2216250,242454,Consumer loans,15846.66,173016.0,155713.5,17302.5,173016.0,SATURDAY,15,Y,1,0.1089147561759921,,,XAP,Approved,-118,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,80,Furniture,12.0,middle,POS industry with interest,365243.0,-87.0,243.0,-27.0,-19.0,0.0
2132472,350569,Consumer loans,12913.11,270000.0,228915.0,81000.0,270000.0,FRIDAY,17,Y,1,0.2846469633169213,,,XAP,Approved,-157,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Regional / Local,30,Consumer electronics,24.0,low_normal,POS household with interest,365243.0,-126.0,564.0,365243.0,365243.0,0.0
2765898,247876,Revolving loans,2250.0,45000.0,45000.0,,45000.0,FRIDAY,13,Y,1,,,,XAP,Approved,-496,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Regional / Local,30,Consumer electronics,0.0,XNA,Card Street,-458.0,-423.0,365243.0,365243.0,365243.0,0.0
2647806,222417,Consumer loans,9532.125,94144.5,104085.0,0.0,94144.5,THURSDAY,17,Y,1,0.0,,,XAP,Approved,-686,Cash through the bank,XAP,Unaccompanied,Refreshed,Computers,POS,XNA,Regional / Local,1000,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-655.0,-325.0,-325.0,-319.0,0.0
1062252,127584,Consumer loans,2395.215,31455.0,17955.0,13500.0,31455.0,SUNDAY,16,Y,1,0.4674209910261413,,,XAP,Approved,-2530,Cash through the bank,XAP,,New,Mobile,POS,XNA,Stone,30,Connectivity,10.0,high,POS mobile with interest,365243.0,-2497.0,-2227.0,-2227.0,-2222.0,0.0
2168867,238638,Cash loans,7869.015,67500.0,71955.0,0.0,67500.0,WEDNESDAY,14,Y,1,0.0,,,XNA,Approved,-2490,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12.0,high,Cash Street: high,365243.0,-2460.0,-2130.0,-2130.0,-2122.0,1.0
2399685,192846,Consumer loans,4191.885,44910.0,44910.0,0.0,44910.0,SATURDAY,11,Y,1,0.0,,,XAP,Refused,-568,Cash through the bank,LIMIT,,Repeater,Audio/Video,POS,XNA,Regional / Local,350,Consumer electronics,12.0,low_normal,POS household with interest,,,,,,
2825333,127550,Revolving loans,6750.0,135000.0,135000.0,,135000.0,FRIDAY,8,Y,1,,,,XAP,Approved,-209,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),14,XNA,0.0,XNA,Card X-Sell,-3.0,365243.0,365243.0,365243.0,365243.0,0.0
1874481,199055,Cash loans,21599.82,103500.0,119020.5,,103500.0,THURSDAY,7,Y,1,,,,XNA,Approved,-272,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),14,XNA,6.0,low_normal,Cash X-Sell: low,365243.0,-242.0,-92.0,-92.0,-87.0,1.0
1493627,199357,Revolving loans,36000.0,720000.0,720000.0,,720000.0,MONDAY,12,Y,1,,,,XAP,Approved,-410,XNA,XAP,Family,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),14,XNA,0.0,XNA,Card X-Sell,-384.0,-337.0,365243.0,365243.0,365243.0,0.0
1951240,455720,Revolving loans,5625.0,112500.0,112500.0,,112500.0,THURSDAY,16,Y,1,,,,XAP,Refused,-494,XNA,HC,,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),14,XNA,0.0,XNA,Card Street,,,,,,
1295943,267737,Consumer loans,11473.965,101227.5,111919.5,0.0,101227.5,FRIDAY,13,Y,1,0.0,,,XAP,Approved,-1001,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,1607,Consumer electronics,12.0,middle,POS household with interest,365243.0,-970.0,-640.0,-640.0,-633.0,0.0
2751702,343557,Consumer loans,11021.04,148936.5,168106.5,0.0,148936.5,MONDAY,9,Y,1,0.0,,,XAP,Approved,-517,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,1607,Consumer electronics,18.0,low_normal,POS household with interest,365243.0,-486.0,24.0,365243.0,365243.0,0.0
1164112,250800,Consumer loans,19170.135,237055.5,268164.0,4500.0,237055.5,MONDAY,10,Y,1,0.0179741700074417,,,XAP,Approved,-1565,Cash through the bank,XAP,Children,Repeater,Computers,POS,XNA,Country-wide,1607,Consumer electronics,24.0,high,POS household with interest,365243.0,-1532.0,-842.0,-872.0,-866.0,0.0
2040440,352071,Consumer loans,11129.085,199089.0,199089.0,0.0,199089.0,TUESDAY,7,Y,1,0.0,,,XAP,Approved,-1528,Cash through the bank,XAP,Unaccompanied,New,Photo / Cinema Equipment,POS,XNA,Country-wide,1607,Consumer electronics,24.0,low_normal,POS household without interest,365243.0,-1494.0,-804.0,-804.0,-788.0,0.0
1295944,441439,Consumer loans,9770.4,62095.5,53361.0,11250.0,62095.5,WEDNESDAY,11,Y,1,0.189631374336765,,,XAP,Approved,-2522,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,1607,Consumer electronics,6.0,middle,POS household with interest,365243.0,-2491.0,-2341.0,-2341.0,-2336.0,1.0
1264627,135244,Consumer loans,8691.48,40815.0,47839.5,0.0,40815.0,SATURDAY,14,Y,1,0.0,,,XAP,Approved,-832,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Regional / Local,120,Consumer electronics,6.0,middle,POS household with interest,365243.0,-801.0,-651.0,-651.0,-649.0,0.0
1607177,167887,Consumer loans,9371.7,79200.0,50062.5,31500.0,79200.0,SUNDAY,6,Y,1,0.4206144200626958,,,XAP,Approved,-1541,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,800,Furniture,6.0,middle,POS industry with interest,365243.0,-1510.0,-1360.0,-1360.0,-1352.0,0.0
2142931,220974,Consumer loans,31634.145,542295.0,612234.0,0.0,542295.0,FRIDAY,10,Y,1,0.0,,,XAP,Approved,-928,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,800,Furniture,24.0,low_normal,POS industry with interest,365243.0,-895.0,-205.0,-355.0,-352.0,0.0
2806109,327253,Consumer loans,3230.19,29398.5,29074.5,2943.0,29398.5,THURSDAY,13,Y,1,0.100107583210886,,,XAP,Approved,-2181,Cash through the bank,XAP,Family,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,32,Connectivity,12.0,high,POS mobile with interest,365243.0,-2150.0,-1820.0,-1880.0,-1877.0,0.0
1045090,190200,Cash loans,,0.0,0.0,,,TUESDAY,12,Y,1,,,,XNA,Refused,-405,XNA,SCOFR,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2727404,357605,Revolving loans,5625.0,0.0,112500.0,,,FRIDAY,16,Y,1,,,,XAP,Approved,-2582,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,26,Connectivity,0.0,XNA,Card Street,-2580.0,-2521.0,365243.0,365243.0,365243.0,0.0
2773785,353105,Consumer loans,13771.62,67050.0,70371.0,0.0,67050.0,THURSDAY,13,Y,1,0.0,,,XAP,Approved,-1318,XNA,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,100,Furniture,6.0,high,POS industry with interest,365243.0,-1284.0,-1134.0,-1134.0,-1126.0,0.0
1748205,141811,Consumer loans,16689.915,103495.5,93145.5,10350.0,103495.5,MONDAY,18,Y,1,0.1089138262928427,,,XAP,Approved,-246,Cash through the bank,XAP,Other_A,New,Audio/Video,POS,XNA,Country-wide,2000,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-216.0,-66.0,-66.0,-58.0,0.0
1039169,205205,Cash loans,,0.0,0.0,,,WEDNESDAY,14,Y,1,,,,XNA,Refused,-260,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2197932,205205,Cash loans,,0.0,0.0,,,TUESDAY,12,Y,1,,,,XNA,Canceled,-275,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2732127,166945,Revolving loans,,0.0,0.0,,,TUESDAY,15,Y,1,,,,XAP,Canceled,-241,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2542374,166945,Cash loans,15025.59,319500.0,319500.0,,319500.0,SATURDAY,15,Y,1,,,,XNA,Refused,-293,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,,,,,,
1702554,164716,Cash loans,,0.0,0.0,,,SUNDAY,11,Y,1,,,,XNA,Canceled,-206,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1044207,241230,Cash loans,,0.0,0.0,,,SUNDAY,12,Y,1,,,,XNA,Canceled,-53,XNA,XAP,,XNA,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2373579,264659,Cash loans,,0.0,0.0,,,FRIDAY,13,Y,1,,,,XNA,Canceled,-6,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1331118,216894,Consumer loans,7377.84,52510.5,36760.5,15750.0,52510.5,SUNDAY,12,Y,1,0.3266619403392049,,,XAP,Approved,-2830,Cash through the bank,XAP,,New,Mobile,POS,XNA,Regional / Local,35,Connectivity,6.0,high,POS mobile with interest,365243.0,-2798.0,-2648.0,-2648.0,-2578.0,0.0
2790517,133915,Cash loans,12026.385,135000.0,148365.0,,135000.0,THURSDAY,8,Y,1,,,,XNA,Approved,-883,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Country-wide,31,Connectivity,18.0,middle,Cash X-Sell: middle,365243.0,-853.0,-343.0,-343.0,-341.0,1.0
1622732,126029,Cash loans,5823.585,45000.0,47970.0,,45000.0,FRIDAY,12,Y,1,,,,Urgent needs,Approved,-426,Cash through the bank,XAP,,Repeater,XNA,Cash,walk-in,Country-wide,31,Connectivity,12.0,high,Cash Street: high,365243.0,-396.0,-66.0,-276.0,-270.0,1.0
1652469,330882,Consumer loans,3960.9,22005.0,17604.0,4401.0,22005.0,THURSDAY,11,Y,1,0.2178181818181818,,,XAP,Approved,-890,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,25,Connectivity,5.0,middle,POS mobile with interest,365243.0,-859.0,-739.0,-739.0,-731.0,0.0
2670915,285856,Cash loans,5719.95,135000.0,135000.0,,135000.0,MONDAY,11,Y,1,,,,XNA,Approved,-378,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Stone,35,Consumer electronics,36.0,low_normal,Cash X-Sell: low,365243.0,-348.0,702.0,365243.0,365243.0,0.0
2712992,306207,Consumer loans,2590.11,23314.05,21213.0,2101.05,23314.05,SUNDAY,9,Y,1,0.0981483034713168,,,XAP,Approved,-2686,XNA,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Stone,478,Consumer electronics,9.0,low_normal,POS household without interest,365243.0,-2650.0,-2410.0,-2410.0,-2021.0,0.0
1140216,297314,Consumer loans,15969.06,94459.05,100687.5,4.05,94459.05,TUESDAY,8,Y,1,4.3805246635076936e-05,,,XAP,Refused,-2736,Cash through the bank,SCO,Children,Repeater,XNA,POS,XNA,Stone,100,Consumer electronics,8.0,high,POS household with interest,,,,,,
1127838,183458,Consumer loans,3973.095,17959.05,13945.5,4459.05,17959.05,THURSDAY,12,Y,1,0.2638646866227004,,,XAP,Approved,-2762,Cash through the bank,XAP,"Spouse, partner",New,Consumer Electronics,POS,XNA,Stone,100,Consumer electronics,4.0,low_normal,POS household with interest,365243.0,-2731.0,-2641.0,-2641.0,-2549.0,1.0
1702555,338148,Consumer loans,8184.06,40455.0,40455.0,0.0,40455.0,SATURDAY,18,Y,1,0.0,,,XAP,Refused,-2214,Non-cash from your account,LIMIT,,Repeater,Mobile,POS,XNA,Country-wide,25,Connectivity,6.0,high,POS mobile with interest,,,,,,
2725093,124595,Consumer loans,9157.905,74601.0,67140.0,7461.0,74601.0,SATURDAY,16,Y,1,0.1089222298994285,,,XAP,Approved,-2215,Non-cash from your account,XAP,,New,Mobile,POS,XNA,Country-wide,25,Connectivity,10.0,high,POS mobile with interest,365243.0,-2179.0,-1909.0,-1909.0,-1906.0,0.0
1256552,343616,Consumer loans,9150.93,76455.0,74866.5,7645.5,76455.0,MONDAY,16,Y,1,0.1009143463430112,,,XAP,Approved,-365,Cash through the bank,XAP,Family,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,100,Consumer electronics,10.0,middle,POS household with interest,,,,,,
2362146,106561,Consumer loans,9440.64,144000.0,144000.0,0.0,144000.0,MONDAY,11,Y,1,0.0,,,XAP,Approved,-380,XNA,XAP,,New,Homewares,POS,XNA,Stone,5,Construction,18.0,low_normal,POS other with interest,365243.0,-345.0,165.0,-15.0,-3.0,0.0
1260815,354720,Consumer loans,6083.82,79015.5,90751.5,0.0,79015.5,FRIDAY,12,Y,1,0.0,,,XAP,Approved,-1595,Cash through the bank,XAP,Unaccompanied,New,Construction Materials,POS,XNA,Stone,100,Construction,18.0,low_normal,POS industry with interest,365243.0,-1564.0,-1054.0,-1204.0,-1201.0,0.0
2356748,175768,Consumer loans,11380.05,59490.0,62631.0,0.0,59490.0,SATURDAY,14,Y,1,0.0,,,XAP,Approved,-1238,Cash through the bank,XAP,Family,Repeater,Furniture,POS,XNA,Stone,102,Furniture,6.0,middle,POS industry with interest,365243.0,-1207.0,-1057.0,-1147.0,-1139.0,0.0
2604481,141579,Cash loans,11937.375,112500.0,112500.0,,112500.0,THURSDAY,13,Y,1,,,,Repairs,Refused,-305,Cash through the bank,SCO,Family,Repeater,XNA,Cash,walk-in,Country-wide,15,Connectivity,12.0,middle,Cash Street: middle,,,,,,
2502328,335179,Consumer loans,,34920.0,34920.0,0.0,34920.0,THURSDAY,16,Y,1,0.0,,,XAP,Refused,-1594,Cash through the bank,HC,Unaccompanied,New,Mobile,XNA,XNA,Country-wide,15,Connectivity,,XNA,POS mobile with interest,,,,,,
1187249,340074,Consumer loans,7530.615,139995.0,176031.0,0.0,139995.0,TUESDAY,8,Y,1,0.0,,,XAP,Approved,-325,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Regional / Local,5000,Consumer electronics,36.0,middle,POS household with interest,365243.0,-294.0,756.0,365243.0,365243.0,0.0
1810650,408193,Consumer loans,6539.31,40410.0,43078.5,0.0,40410.0,THURSDAY,13,Y,1,0.0,,,XAP,Approved,-2321,Cash through the bank,XAP,Unaccompanied,Repeater,Auto Accessories,POS,XNA,Stone,70,Industry,8.0,high,POS other with interest,365243.0,-2290.0,-2080.0,-2110.0,-2108.0,1.0
1484298,294301,Consumer loans,12749.22,146610.0,117288.0,29322.0,146610.0,TUESDAY,12,Y,1,0.2178181818181818,,,XAP,Refused,-2677,Cash through the bank,SCO,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,2265,Consumer electronics,12.0,high,POS household with interest,,,,,,
2227839,322370,Consumer loans,4648.14,35766.0,34843.5,3577.5,35766.0,WEDNESDAY,12,Y,1,0.1014086756532293,,,XAP,Approved,-2828,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,1710,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-2797.0,-2527.0,-2527.0,-2523.0,1.0
1864605,326650,Consumer loans,10761.615,88830.0,96646.5,0.0,88830.0,FRIDAY,11,Y,1,0.0,,,XAP,Approved,-850,Cash through the bank,XAP,Children,New,Computers,POS,XNA,Stone,55,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-818.0,-548.0,-548.0,-540.0,0.0
1720091,363930,Consumer loans,17295.75,161104.5,155677.5,16114.5,161104.5,FRIDAY,13,Y,1,0.1021593290406157,,,XAP,Approved,-2525,Cash through the bank,XAP,"Spouse, partner",New,Consumer Electronics,POS,XNA,Country-wide,1000,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2494.0,-2224.0,-2224.0,-2215.0,1.0
2435875,359889,Consumer loans,3068.91,16191.0,15291.0,1620.0,16191.0,THURSDAY,18,Y,1,0.1043301562726788,,,XAP,Approved,-2624,Cash through the bank,XAP,"Spouse, partner",Repeater,Mobile,POS,XNA,Country-wide,1000,Consumer electronics,6.0,high,POS household with interest,365243.0,-2593.0,-2443.0,-2443.0,-2439.0,1.0
2637772,362355,Consumer loans,23097.195,133677.0,120307.5,13369.5,133677.0,FRIDAY,12,Y,1,0.1089237558375106,,,XAP,Refused,-1319,Cash through the bank,HC,Family,New,Audio/Video,POS,XNA,Country-wide,1000,Consumer electronics,6.0,middle,POS household with interest,,,,,,
2242203,103450,Consumer loans,19045.08,91462.5,85711.5,9148.5,91462.5,SUNDAY,17,Y,1,0.1050342418492323,,,XAP,Approved,-1773,Cash through the bank,XAP,Group of people,Refreshed,Audio/Video,POS,XNA,Country-wide,1000,Consumer electronics,5.0,middle,POS household with interest,365243.0,-1742.0,-1622.0,-1622.0,-1619.0,0.0
1690864,443048,Consumer loans,10410.57,103500.0,51750.0,51750.0,103500.0,FRIDAY,16,Y,1,0.5445454545454544,,,XAP,Approved,-286,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Stone,15,Connectivity,6.0,high,POS mobile with interest,365243.0,-255.0,-105.0,-165.0,-158.0,0.0
1555819,178281,Consumer loans,11298.825,121050.0,121050.0,0.0,121050.0,MONDAY,15,Y,1,0.0,,,XAP,Approved,-383,XNA,XAP,,Repeater,Furniture,POS,XNA,Stone,100,Furniture,12.0,low_normal,POS industry with interest,365243.0,-352.0,-22.0,-22.0,-20.0,0.0
2327553,280817,Consumer loans,10641.51,97875.0,108211.5,0.0,97875.0,THURSDAY,11,Y,1,0.0,,,XAP,Approved,-693,Cash through the bank,XAP,,New,Photo / Cinema Equipment,POS,XNA,Regional / Local,200,Consumer electronics,12.0,middle,POS household with interest,365243.0,-662.0,-332.0,-512.0,-508.0,0.0
2148359,158415,Consumer loans,7189.155,53505.0,60048.0,0.0,53505.0,MONDAY,12,Y,1,0.0,,,XAP,Approved,-399,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Regional / Local,200,Consumer electronics,10.0,middle,POS household with interest,365243.0,-369.0,-99.0,-99.0,-92.0,1.0
2107038,272545,Consumer loans,44986.5,449910.0,404919.0,44991.0,449910.0,SUNDAY,13,Y,1,0.1089090909090909,,,XAP,Approved,-1633,Cashless from the account of the employer,XAP,Unaccompanied,Refreshed,Clothing and Accessories,POS,XNA,Regional / Local,120,Clothing,10.0,low_normal,POS industry with interest,365243.0,-1602.0,-1332.0,-1332.0,-1325.0,0.0
1739654,178898,Consumer loans,7585.785,84978.0,75159.0,16996.5,84978.0,WEDNESDAY,8,Y,1,0.2008641224491606,,,XAP,Approved,-259,XNA,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,51,Connectivity,12.0,middle,POS mobile with interest,365243.0,-229.0,101.0,-169.0,-164.0,1.0
1465714,322095,Consumer loans,11143.89,111451.5,100305.0,11146.5,111451.5,WEDNESDAY,14,Y,1,0.1089222829498195,,,XAP,Approved,-2833,XNA,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,2441,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2802.0,-2532.0,-2532.0,-2528.0,0.0
1061661,270435,Consumer loans,7675.875,184275.0,164718.0,19557.0,184275.0,SATURDAY,21,Y,1,0.1155845931845931,,,XAP,Refused,-2823,XNA,SCO,"Spouse, partner",Repeater,XNA,POS,XNA,Country-wide,2441,Consumer electronics,24.0,low_action,POS household without interest,,,,,,
1132250,141048,Cash loans,16978.905,180000.0,197820.0,,180000.0,WEDNESDAY,17,Y,1,,,,XNA,Approved,-391,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Regional / Local,5,Consumer electronics,18.0,high,Cash X-Sell: high,365243.0,-361.0,149.0,-211.0,-205.0,1.0
2592692,414028,Consumer loans,9567.18,102681.0,81981.0,20700.0,102681.0,WEDNESDAY,10,Y,1,0.2195555343070461,,,XAP,Approved,-2613,XNA,XAP,,Repeater,Mobile,POS,XNA,Stone,48,Connectivity,12.0,high,POS mobile with interest,365243.0,-2577.0,-2247.0,-2547.0,-2539.0,0.0
1564817,328287,Consumer loans,6040.62,145008.0,129627.0,15381.0,145008.0,SATURDAY,13,Y,1,0.1155198835424754,,,XAP,Approved,-2676,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,-1,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-2645.0,-1955.0,-1955.0,-1947.0,0.0
